filepath,class,split
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190824_175022.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_182152_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_182157.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG20200728185918.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181646_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190824_174945.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190824_175032.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_182250_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_182037.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175747_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_182112_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG20200728185916.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_182241.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181614.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175803.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_182148.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181741.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181742.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181742_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181743.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181743_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181743_2.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181744.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_182043.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG20200728185933.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG20200728140738.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_182254.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181624.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_182113.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG20200728190049.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175501_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_2378.JPG,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG20200728140747.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_182146.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181848.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_182051.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175530.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_2388.JPG,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175537_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_182100.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181833.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181837.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG20200728190011.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG20200728190025.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181549.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181549_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181558.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_2413.JPG,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_182238.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181558_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_182151.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190824_175008.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175609.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_2395.JPG,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190824_175029.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190824_175030.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190824_175131.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175700.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175700_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175701.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175701_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175702.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175703.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_2414.JPG,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181628_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175549_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_182208.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_182209.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_182210.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175745_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190824_175043.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190824_175043_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_2485.JPG,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175559.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175559_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175600.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175729.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_2399.JPG,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_182149_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175453.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_2582.JPG,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG20200728185942.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181642.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_2405.JPG,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190824_175033.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG20200728190035_01.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190824_174952_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190824_174953.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG20200728140710.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG20200728185944.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181557.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_2381.JPG,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_182047_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190824_175120.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_182221.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190824_174956_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190824_174957.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190824_174957_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190824_174958.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190824_174959.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_2547.JPG,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175452.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190824_175126.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG20200728140824.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175639.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181449.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181450.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181450_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181450_2.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG20200728190057.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG20200728190058.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190824_175028.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175532.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG20200728140708.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_2570.JPG,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG20200728190145.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_2513.JPG,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175450.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190824_174829.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_2404.JPG,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_2492.JPG,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175521.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181650_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190824_174944_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_2392.JPG,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190824_175018.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181730.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_182245_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175454_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190824_175048_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG20200728185913.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190824_174954.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175749.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG20200728190003.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190824_175008_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190824_175009.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190824_175010.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190824_175010_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190824_175011.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG20200728185925.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181911.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_182038.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175513.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_2419.JPG,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190824_175111.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175601_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG20200728185909_01.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_2431.JPG,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181837_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175703_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175704.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175704_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175705.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175705_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175706.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175707.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175707_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175708.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175708_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175709.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175709_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175710.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175711.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175711_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175712.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175712_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175713.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175713_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175714.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175715.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175715_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175715_2.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175716.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175716_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175716_2.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175717.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175717_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175718.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175718_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_182243.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181705.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181705_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181706.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181706_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181707.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181707_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175518.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181629.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG20200728140714.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG20200728190037.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG20200728190038.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175606.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG20200728140734.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG20200728140735.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190824_175038.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181911_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181912.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181912_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181913.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181914.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181914_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181915.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181915_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181915_2.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181916.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181917.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181917_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181917_2.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181918.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181918_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181918_2.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181919.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181919_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181919_2.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181920.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181920_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181921.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181921_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181921_2.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181922.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181923.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181650.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_2390.JPG,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_2389.JPG,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175507.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_182204.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175413.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175414.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175414_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175415.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175416.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG20200728190009.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_182124.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_2384.JPG,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190824_175051.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190824_175052.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190824_175052_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190824_175053.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190824_175054.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_2411.JPG,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175454.jpg,Orange_Bad,train
