file_a,file_b,split_a,split_b,class_a,class_b,hamming
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110849_1.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110852_1.jpg,unsplit,unsplit,Lime_Good,Lime_Good,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110849_1.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110853.jpg,unsplit,unsplit,Lime_Good,Lime_Good,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110851.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110852.jpg,unsplit,unsplit,Lime_Good,Lime_Good,0
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110851.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110852_1.jpg,unsplit,unsplit,Lime_Good,Lime_Good,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110851.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110853.jpg,unsplit,unsplit,Lime_Good,Lime_Good,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110852.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110852_1.jpg,unsplit,unsplit,Lime_Good,Lime_Good,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110852.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110853.jpg,unsplit,unsplit,Lime_Good,Lime_Good,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110852_1.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110853.jpg,unsplit,unsplit,Lime_Good,Lime_Good,0
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190824_175052.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190824_175054.jpg,unsplit,unsplit,Orange_Bad,Orange_Bad,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110845_1.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110847_1.jpg,unsplit,unsplit,Lime_Good,Lime_Good,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110845_1.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110848.jpg,unsplit,unsplit,Lime_Good,Lime_Good,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110845_1.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110849_1.jpg,unsplit,unsplit,Lime_Good,Lime_Good,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110845_1.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110851.jpg,unsplit,unsplit,Lime_Good,Lime_Good,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110845_1.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110852.jpg,unsplit,unsplit,Lime_Good,Lime_Good,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110846.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110847_1.jpg,unsplit,unsplit,Lime_Good,Lime_Good,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110846.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110848.jpg,unsplit,unsplit,Lime_Good,Lime_Good,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110846.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110849_1.jpg,unsplit,unsplit,Lime_Good,Lime_Good,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110846.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110851.jpg,unsplit,unsplit,Lime_Good,Lime_Good,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110846.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110852.jpg,unsplit,unsplit,Lime_Good,Lime_Good,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110846_1.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110847_1.jpg,unsplit,unsplit,Lime_Good,Lime_Good,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110846_1.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110848.jpg,unsplit,unsplit,Lime_Good,Lime_Good,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110846_1.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110849_1.jpg,unsplit,unsplit,Lime_Good,Lime_Good,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110846_1.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110851.jpg,unsplit,unsplit,Lime_Good,Lime_Good,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110846_1.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110852.jpg,unsplit,unsplit,Lime_Good,Lime_Good,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110847.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110847_1.jpg,unsplit,unsplit,Lime_Good,Lime_Good,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110847.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110848.jpg,unsplit,unsplit,Lime_Good,Lime_Good,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110847.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110849_1.jpg,unsplit,unsplit,Lime_Good,Lime_Good,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110847.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110851.jpg,unsplit,unsplit,Lime_Good,Lime_Good,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110847.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110852.jpg,unsplit,unsplit,Lime_Good,Lime_Good,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110847_1.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110850.jpg,unsplit,unsplit,Lime_Good,Lime_Good,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110847_1.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110850_1.jpg,unsplit,unsplit,Lime_Good,Lime_Good,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110848.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110850.jpg,unsplit,unsplit,Lime_Good,Lime_Good,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110848.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110850_1.jpg,unsplit,unsplit,Lime_Good,Lime_Good,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110849_1.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110850.jpg,unsplit,unsplit,Lime_Good,Lime_Good,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110849_1.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110850_1.jpg,unsplit,unsplit,Lime_Good,Lime_Good,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110850.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110851.jpg,unsplit,unsplit,Lime_Good,Lime_Good,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110850.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110852.jpg,unsplit,unsplit,Lime_Good,Lime_Good,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110850_1.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110851.jpg,unsplit,unsplit,Lime_Good,Lime_Good,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110850_1.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110852.jpg,unsplit,unsplit,Lime_Good,Lime_Good,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110845_1.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110849.jpg,unsplit,unsplit,Lime_Good,Lime_Good,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110845_1.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110852_1.jpg,unsplit,unsplit,Lime_Good,Lime_Good,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110845_1.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110853.jpg,unsplit,unsplit,Lime_Good,Lime_Good,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110846.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110849.jpg,unsplit,unsplit,Lime_Good,Lime_Good,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110846.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110852_1.jpg,unsplit,unsplit,Lime_Good,Lime_Good,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110846.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110853.jpg,unsplit,unsplit,Lime_Good,Lime_Good,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110846_1.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110849.jpg,unsplit,unsplit,Lime_Good,Lime_Good,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110846_1.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110852_1.jpg,unsplit,unsplit,Lime_Good,Lime_Good,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110846_1.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110853.jpg,unsplit,unsplit,Lime_Good,Lime_Good,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110847.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110849.jpg,unsplit,unsplit,Lime_Good,Lime_Good,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110847.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110852_1.jpg,unsplit,unsplit,Lime_Good,Lime_Good,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110847.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110853.jpg,unsplit,unsplit,Lime_Good,Lime_Good,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110849.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110850.jpg,unsplit,unsplit,Lime_Good,Lime_Good,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110849.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110850_1.jpg,unsplit,unsplit,Lime_Good,Lime_Good,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110850.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110852_1.jpg,unsplit,unsplit,Lime_Good,Lime_Good,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110850.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110853.jpg,unsplit,unsplit,Lime_Good,Lime_Good,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110850_1.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110852_1.jpg,unsplit,unsplit,Lime_Good,Lime_Good,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110850_1.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110853.jpg,unsplit,unsplit,Lime_Good,Lime_Good,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110915.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Good Quality_Fruits\Lime_Good\IMG_20190902_110916.jpg,unsplit,unsplit,Lime_Good,Lime_Good,2
C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Apple_Bad\IMG_20190824_175412.jpg,C:\Users\aashrith sai\OneDrive - mlrinstitutions.ac.in\Documents\safe folder fr projdect\organiclink\backend\cv\data\Processed Images_Fruits\Bad Quality_Fruits\Apple_Bad\IMG_20190824_175413_1.jpg,unsplit,unsplit,Apple_Bad,Apple_Bad,2
